@relation ProteinFoldsPFRES

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEC numeric
@attribute adssCEE numeric
@attribute adssCEH numeric
@attribute adssCHC numeric
@attribute adssCHE numeric
@attribute adssCHH numeric
@attribute adssECC numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEEH numeric
@attribute adssEHC numeric
@attribute adssEHE numeric
@attribute adssEHH numeric
@attribute adssHCC numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute adssHEE numeric
@attribute adssHEH numeric
@attribute adssHHC numeric
@attribute adssHHE numeric
@attribute adssHHH numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
7,13,0,22,3,7,25,13,1,17,22,3,21,2,8,6,11,10,6,12,0.4772,0.076,0.4468,8,2,11,0,0,0,0,0,0,2,2,3,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,329,p
10,11,4,2,7,13,10,9,1,7,1,6,11,20,37,14,14,4,16,14,0.5508,0.4492,0,5,6,0,0,1,0,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,g
6,18,16,4,19,10,2,7,21,17,14,9,6,16,4,18,6,7,14,10,0.4875,0.4875,0.025,5,11,0,0,0,0,2,2,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,m
14,5,0,3,6,7,11,11,7,11,11,4,3,4,12,10,23,0,2,11,0.3077,0,0.6923,3,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,130,a
7,12,9,19,20,10,19,17,16,16,3,15,22,0,1,15,9,16,11,6,0.5245,0.1471,0.3284,8,3,6,1,1,0,2,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,204,t
28,24,4,9,3,11,12,2,19,3,10,9,4,22,0,3,10,13,15,1,0.4525,0.1407,0.4068,8,3,8,0,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,0,1,2,1,1,1,0,1,2,0,0,263,p
20,18,4,15,3,9,11,6,19,19,9,6,14,3,10,11,4,0,5,18,0.4857,0.181,0.3333,4,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,105,z
6,6,6,15,0,31,25,8,7,4,15,22,4,7,8,16,9,9,8,1,0.4957,0.0684,0.4359,5,1,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,117,f
4,40,0,24,0,8,1,6,11,15,23,7,4,5,7,9,14,1,4,17,0.5982,0.0951,0.3067,11,2,8,0,0,2,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,326,p
19,14,7,0,0,11,2,24,35,10,16,11,22,11,6,8,8,16,4,7,0.5128,0.1119,0.3753,12,2,12,0,0,2,0,0,0,4,1,3,0,0,2,0,0,0,0,0,0,3,0,4,1,0,0,3,0,1,429,p
29,4,11,8,29,10,20,14,2,23,15,2,10,2,0,12,1,0,5,19,0.4634,0.1545,0.3821,6,3,8,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,246,p
1,25,8,8,9,6,9,13,20,15,16,20,7,15,10,3,12,25,21,5,0.4265,0.1434,0.4301,7,2,9,0,0,1,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,2,0,0,272,p
14,20,7,9,5,13,7,29,9,6,7,3,5,2,8,5,13,15,4,14,0.4912,0.5088,0,3,7,0,0,0,0,1,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,g
18,2,9,28,0,23,29,10,17,3,0,21,3,7,6,7,7,2,11,4,0.508,0.2781,0.2139,6,6,4,0,0,1,2,1,0,0,0,1,0,2,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,187,o
7,4,21,7,0,21,16,0,12,21,4,13,6,12,8,8,13,5,14,18,0.5075,0.4925,0,6,8,0,0,0,0,3,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,g
12,11,10,8,0,5,22,8,11,21,5,15,24,23,13,1,7,3,14,21,0.4206,0.3551,0.2243,3,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,107,z
1,18,7,18,0,12,9,10,6,11,6,15,12,15,15,10,13,27,12,9,0.4744,0.1193,0.4062,9,3,9,0,0,2,0,0,1,3,1,1,0,1,0,0,0,0,1,1,0,1,0,4,1,0,1,1,0,0,352,p
2,15,4,14,5,21,23,2,10,17,6,6,4,10,22,16,16,3,14,24,0.5496,0.4504,0,4,6,0,0,1,0,0,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,g
31,1,7,16,5,1,7,33,3,29,3,6,11,4,8,14,8,15,12,30,0.6455,0.1402,0.2143,11,4,5,2,1,2,1,1,0,3,0,0,0,1,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,378,q
20,12,8,17,13,0,3,28,5,4,7,6,0,8,19,11,12,11,39,8,0.5041,0.122,0.374,10,2,8,0,0,3,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,3,0,3,0,0,1,0,0,0,246,p
7,14,0,12,1,12,12,22,5,24,5,22,11,8,0,9,5,0,25,15,0.4615,0.5385,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,l
10,16,9,13,13,11,13,4,10,17,17,18,15,14,9,8,7,7,15,20,0.3765,0.3176,0.3059,3,4,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,85,z
13,22,7,2,0,7,15,14,12,9,16,16,6,14,13,5,9,1,5,7,0.4504,0.0967,0.4529,15,4,12,0,2,0,2,0,0,6,2,2,1,0,3,0,0,0,0,0,0,1,0,6,2,0,0,2,0,0,393,p
27,22,5,11,0,16,7,5,5,8,7,11,6,6,12,14,5,0,7,11,0.4258,0.1291,0.4451,10,3,12,0,0,0,0,0,1,7,0,1,0,0,1,0,0,0,0,2,0,0,1,7,1,0,1,1,0,0,364,p
0,9,6,16,4,12,27,14,6,12,13,14,7,16,9,5,15,7,5,5,0.489,0.3132,0.1978,7,8,4,0,0,0,2,0,2,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,182,z
15,5,14,8,0,12,6,11,2,13,7,1,1,13,22,13,21,11,10,28,0.598,0.402,0,5,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,g
10,13,10,17,32,2,14,18,9,11,9,13,12,1,6,22,8,1,0,12,0.5048,0.4952,0,5,7,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,g
18,36,11,12,4,0,6,8,1,5,17,3,23,15,30,10,12,7,12,10,0.464,0.1261,0.4099,9,3,8,0,0,1,1,0,0,4,2,0,0,0,2,0,0,0,1,0,0,1,1,3,1,0,1,0,0,0,222,p
10,24,4,19,1,6,16,13,8,12,13,14,3,7,4,9,18,6,17,11,0.5256,0.4744,0,2,5,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,l
11,2,12,10,9,17,12,6,13,11,11,5,12,5,0,19,19,2,7,17,0.4627,0.0597,0.4776,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,67,c
8,32,14,8,6,11,9,0,0,11,8,18,5,0,17,14,9,0,0,10,0.2653,0,0.7347,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,c
8,12,5,19,1,7,14,4,15,23,20,3,13,9,2,5,11,9,8,20,0.5,0.1853,0.3147,8,8,7,0,1,1,0,2,2,1,0,0,1,1,0,1,0,1,2,2,0,1,2,0,1,0,1,1,0,0,340,s
15,26,1,14,0,6,10,13,0,18,15,2,6,3,16,8,14,5,0,29,0.5125,0.3,0.1875,4,3,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,k
4,10,10,13,0,6,7,10,20,12,16,23,18,3,7,12,26,0,3,18,0.5636,0.15,0.2864,8,3,5,0,0,3,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,220,r
11,11,17,18,0,4,8,10,14,15,9,9,7,11,0,12,10,30,5,9,0.656,0.0758,0.2682,9,3,7,0,1,1,1,0,0,2,2,1,1,0,2,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,343,p
9,0,19,13,7,13,1,5,6,13,15,13,9,11,29,11,12,16,12,12,0.509,0.4775,0.0135,9,12,0,0,2,0,5,1,0,0,0,0,2,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,222,j
14,11,0,10,6,3,9,36,0,21,14,8,15,2,17,2,2,0,7,33,0.4238,0.1,0.4762,7,2,6,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,1,0,0,0,210,v
8,11,13,23,1,8,10,14,2,21,11,9,11,15,16,10,9,15,19,22,0.5321,0.3394,0.1284,6,5,1,0,1,0,4,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,k
12,26,7,19,0,9,16,2,17,18,23,8,15,17,16,5,3,4,0,9,0.3232,0.1313,0.5455,2,2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,99,c
0,2,13,17,2,6,17,6,7,19,12,14,10,0,42,7,8,0,3,26,0.6204,0.3796,0,7,5,0,0,0,0,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,g
14,12,10,12,0,39,25,1,13,12,12,11,1,9,11,12,13,1,0,8,0.4472,0.187,0.3659,3,3,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,123,u
6,9,1,8,24,11,10,16,0,5,3,9,3,4,36,11,7,5,0,8,0.86,0.04,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-
2,9,20,17,1,9,11,16,1,20,14,9,9,12,2,11,17,10,7,16,0.4677,0.5323,0,2,4,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,k
7,5,6,16,1,8,20,27,2,11,7,8,3,3,8,5,22,0,0,17,0.6491,0.3509,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,l
12,3,2,3,17,5,6,31,5,19,4,15,1,7,8,20,22,0,2,19,0.4717,0.1368,0.3915,7,4,6,0,0,0,2,0,1,3,0,0,0,1,2,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,212,t
1,4,6,18,0,27,20,4,6,19,14,25,1,17,7,6,23,2,1,14,0.5638,0.2553,0.1809,3,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94,y
10,3,4,14,6,9,15,11,6,3,3,8,2,9,44,21,17,3,2,11,0.5948,0.4052,0,7,5,0,1,1,0,2,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,g
12,12,2,0,3,1,1,35,5,20,13,15,20,3,2,22,22,0,1,15,0.3105,0.1579,0.5316,3,3,9,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,3,190,t
23,33,5,22,0,11,35,1,7,6,13,19,7,10,0,17,3,4,8,5,0.3333,0,0.6667,3,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,126,d
9,33,0,0,2,6,5,10,12,3,2,18,8,2,13,40,22,0,2,3,0.62,0.38,0,7,8,0,0,1,0,3,2,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,g
11,18,16,13,2,8,19,9,18,15,11,15,7,3,1,10,12,11,2,11,0.3976,0.1325,0.4699,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,83,c
8,9,11,8,6,15,20,9,11,32,14,21,10,3,13,1,6,12,6,18,0.4473,0.1983,0.3544,9,8,6,0,0,0,4,0,0,2,2,0,0,1,5,1,0,0,1,0,0,0,3,0,1,0,1,0,0,0,237,w
13,15,14,6,13,14,15,9,1,9,3,15,3,1,19,22,13,7,0,3,0.4894,0.0426,0.4681,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,94,c
10,2,11,11,0,4,7,6,0,13,11,4,2,2,32,16,30,1,1,17,0.4091,0.5909,0,2,7,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,88,g
5,4,8,29,0,4,5,20,9,7,8,5,3,8,23,3,11,8,24,9,0.7049,0.2664,0.0287,10,8,1,1,1,0,3,2,1,0,0,0,1,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,244,g
0,24,0,4,18,10,13,12,0,5,12,23,11,7,6,6,15,1,3,3,0.5918,0.0816,0.3265,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,-
25,12,20,14,2,2,4,25,4,24,7,13,7,6,0,7,1,12,7,11,0.4939,0.0945,0.4116,12,4,10,0,0,1,2,0,0,4,1,2,1,0,2,0,0,0,1,0,0,1,2,4,0,0,1,2,0,0,328,s
15,24,2,13,0,8,18,10,6,1,0,27,0,0,43,11,3,1,1,2,0.5152,0.3636,0.1212,3,4,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,99,y
11,13,10,15,3,14,30,1,8,8,13,12,3,12,10,11,10,6,10,10,0.4468,0.0106,0.5426,7,0,8,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,188,f
8,15,12,9,0,16,29,2,4,5,8,8,4,15,6,10,17,0,12,3,0.3944,0,0.6056,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,71,c
26,21,4,8,13,15,14,9,0,12,15,16,0,19,7,9,12,0,8,8,0.3963,0.1407,0.463,6,5,11,0,0,0,0,0,1,1,2,1,0,0,2,0,0,0,1,1,1,0,1,2,2,0,2,2,0,1,270,p
13,12,17,10,0,14,1,19,13,8,8,8,0,4,16,14,22,0,19,18,0.5969,0.0969,0.3062,16,6,12,1,0,2,4,0,0,5,0,3,1,3,2,0,0,0,0,0,0,1,1,4,1,0,0,2,1,1,516,w
5,0,3,15,16,1,20,14,1,25,19,6,15,7,8,10,14,0,9,23,0.4899,0.2095,0.3007,10,5,7,0,1,0,0,1,0,5,2,0,0,0,2,2,0,0,0,0,0,1,0,4,1,1,0,0,0,0,296,q
5,6,10,28,12,8,8,7,10,10,1,16,1,12,3,25,17,0,12,6,0.4565,0.1957,0.3478,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,q
1,7,9,2,2,11,5,23,14,16,17,5,8,18,39,4,7,1,19,13,0.6174,0.3826,0,10,8,0,1,2,0,5,1,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,j
10,14,15,6,0,5,2,26,5,14,17,19,26,5,0,12,5,0,0,12,0.4784,0.1255,0.3961,10,4,7,0,0,0,2,0,0,3,2,1,0,0,4,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,255,s
2,8,5,22,6,10,14,9,8,24,13,13,5,5,16,5,4,1,9,17,0.5262,0.1157,0.3581,12,3,10,0,1,0,2,0,0,5,1,1,0,0,3,0,0,0,0,0,0,2,1,3,1,0,0,1,0,2,363,t
12,5,10,10,2,11,16,12,0,12,14,12,6,4,2,8,9,21,3,15,0.281,0,0.719,4,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,153,a
19,10,5,17,0,4,30,10,0,5,10,2,9,0,41,11,7,0,0,7,0.4407,0,0.5593,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,c
6,20,7,17,0,10,14,32,0,18,22,15,12,18,4,5,2,0,3,14,0.4576,0.0951,0.4473,9,4,11,0,0,1,0,0,0,5,1,1,0,0,2,0,0,0,1,1,0,1,0,5,2,0,1,0,1,0,389,p
7,10,18,29,0,8,9,14,11,13,1,7,7,18,8,9,7,12,12,15,0.5639,0.3797,0.0564,10,11,1,0,0,0,6,2,0,1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266,j
11,0,6,32,8,1,7,23,28,17,3,0,17,17,3,5,12,1,11,14,0.5033,0.1467,0.35,12,4,9,0,0,1,2,0,0,5,2,1,0,0,4,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,300,p
8,17,11,7,18,12,5,28,3,0,1,8,0,3,6,14,12,9,10,3,0.746,0.254,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,-
11,2,16,27,0,12,16,6,5,6,9,8,12,4,36,15,11,11,13,8,0.6113,0.3887,0,13,13,0,0,1,0,10,1,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265,j
13,13,27,14,8,5,2,15,7,11,12,12,6,2,1,21,19,10,15,21,0.4615,0.5385,0,3,11,0,0,0,0,0,2,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,130,m
27,10,9,17,1,7,5,17,4,9,11,15,3,16,6,10,8,2,17,14,0.5257,0.12,0.3543,11,6,8,0,0,1,2,0,0,4,3,0,0,0,6,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,350,p
8,14,1,8,14,13,9,20,12,14,5,10,8,31,1,11,2,8,20,33,0.3542,0.4167,0.2292,3,4,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,96,z
21,3,5,9,2,6,10,0,10,15,6,24,11,2,24,14,13,4,8,11,0.5604,0.044,0.3956,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,91,c
23,12,12,14,2,14,12,1,6,9,14,4,6,20,5,25,17,5,28,10,0.5019,0.2046,0.2934,9,7,5,1,0,0,2,1,0,2,1,0,1,1,1,0,1,1,1,1,0,0,2,1,1,0,1,0,0,0,259,w
19,17,10,19,9,32,17,9,0,3,6,11,9,18,6,13,4,8,15,6,0.3684,0.2895,0.3421,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,76,z
24,0,6,9,11,2,2,9,0,12,23,4,6,2,23,10,14,8,9,7,0.4611,0.1856,0.3533,4,4,4,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,167,s
21,7,9,10,0,15,6,13,9,10,4,18,8,8,20,2,8,5,3,15,0.544,0.2073,0.2487,7,6,3,0,1,0,1,2,0,1,1,0,0,1,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,193,u
8,27,3,13,1,6,17,0,12,11,25,9,25,28,22,1,4,2,16,7,0.4751,0.105,0.4199,13,4,10,3,0,1,1,0,1,4,1,1,0,0,3,0,0,0,0,1,0,1,2,2,2,0,0,2,0,0,362,p
4,22,20,14,2,13,6,19,13,10,7,11,3,34,8,6,14,7,19,18,0.5355,0.1222,0.3423,12,5,8,1,0,2,1,0,0,4,3,0,1,0,4,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,409,p
7,7,8,22,0,11,16,21,20,26,11,5,7,5,1,3,13,0,12,24,0.3729,0.6271,0,2,5,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,l
4,6,16,28,1,10,7,14,5,6,7,4,4,11,24,12,15,12,11,6,0.5395,0.4419,0.0186,8,12,0,1,1,0,1,5,0,0,0,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,j
11,20,1,17,2,9,18,18,9,14,14,2,4,24,5,4,11,2,19,13,0.3729,0,0.6271,3,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,118,a
5,10,15,7,0,18,32,6,5,5,13,24,2,6,4,12,13,7,5,5,0.4307,0.5328,0.0365,4,10,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,137,j
1,9,28,23,37,10,18,11,9,12,4,1,5,0,12,1,9,2,0,9,0.7619,0.2381,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-
8,13,6,14,4,11,8,8,20,7,8,7,1,32,26,23,8,7,0,5,0.5864,0.0741,0.3395,16,4,12,0,0,2,2,0,0,9,2,0,0,1,3,0,0,0,0,0,0,2,1,6,2,0,0,0,0,0,486,p
19,12,4,8,12,8,6,25,6,6,11,19,5,12,21,15,7,1,6,18,0.4947,0.5053,0,4,5,0,0,1,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,g
8,5,24,18,0,1,6,10,18,9,5,0,3,19,10,7,27,25,17,16,0.6148,0.3852,0,7,6,0,0,2,0,3,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,h
1,11,13,15,0,23,15,6,17,4,9,16,4,9,6,15,13,0,34,3,0.4556,0.4111,0.1333,3,5,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,90,l
3,22,18,9,8,6,4,7,0,17,18,12,21,1,5,11,18,0,0,16,0.3874,0.5315,0.0811,4,5,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,111,l
9,12,3,12,5,14,8,14,3,14,15,12,13,8,11,18,19,0,3,10,0.4519,0.3365,0.2115,5,3,1,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,y
10,31,0,0,7,10,0,21,16,16,6,6,10,22,0,7,3,22,25,33,0.3596,0.4045,0.236,3,4,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,89,z
5,6,23,23,3,9,17,18,8,12,11,15,15,29,0,2,8,4,6,13,0.4151,0.4151,0.1698,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,l
16,2,12,14,2,2,27,9,4,14,13,9,15,3,10,18,15,0,3,25,0.5072,0.4928,0,3,4,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,l
14,19,4,14,0,18,16,6,5,20,15,10,25,12,0,16,1,0,8,14,0.32,0,0.68,3,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,150,d
9,8,10,5,36,4,17,24,1,19,8,9,21,5,0,5,17,0,12,19,0.4793,0.1033,0.4174,6,3,7,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,1,0,0,242,v
14,21,11,14,0,21,19,1,0,10,16,20,16,5,6,7,14,9,2,7,0.4048,0.1548,0.4405,5,3,6,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,168,u
8,14,13,22,4,8,18,7,5,3,5,10,0,3,45,14,25,5,2,9,0.6262,0.3738,0,6,5,0,0,1,0,3,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,g
7,8,20,13,0,9,4,1,10,15,8,8,9,11,7,36,27,4,8,20,0.6064,0.3298,0.0638,6,4,0,0,2,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,y
26,11,10,11,4,4,4,21,12,8,11,16,3,13,9,9,16,4,13,7,0.4921,0.1365,0.3714,10,6,9,0,0,1,1,0,0,3,4,0,0,0,6,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,315,p
15,10,16,15,2,5,12,5,3,19,18,15,15,13,0,17,6,0,5,10,0.3023,0,0.6977,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,86,d
11,23,11,17,0,8,20,0,18,10,21,14,15,4,3,9,2,3,6,10,0.3194,0.0139,0.6667,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,144,e
8,16,3,14,11,1,6,14,6,18,16,7,16,2,2,6,7,1,9,17,0.5,0.2469,0.2531,6,4,3,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,162,s
20,14,1,22,0,6,17,9,4,19,15,17,10,12,0,6,2,9,10,8,0.4519,0.109,0.4391,11,4,12,0,0,1,1,0,1,3,1,3,0,0,2,0,0,0,1,1,0,1,2,3,1,0,1,3,0,0,312,r
3,19,4,7,0,9,15,6,2,12,10,10,10,34,19,14,10,2,6,8,0.4536,0.0928,0.4536,8,2,10,0,0,0,1,0,0,5,1,1,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,291,p
10,20,7,23,3,8,11,2,6,17,10,20,16,0,11,7,16,1,5,9,0.4822,0.1186,0.3992,9,3,10,0,0,0,2,0,0,5,0,1,0,0,2,0,0,0,1,0,0,0,2,4,0,0,1,0,1,1,253,p
17,11,21,2,14,6,1,27,6,8,4,7,1,0,18,16,25,4,7,15,0.5839,0.4161,0,7,6,0,1,1,0,3,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,m
21,14,18,15,11,10,4,24,5,8,9,8,3,0,6,17,13,9,12,19,0.5758,0.4242,0,7,4,0,0,2,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,m
